"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","name","minutes"
"3707","Golden State Warriors","1/29/17",2016,2,10,2,"shot_no","Tip Layup Shot","2PT Field Goal",0,"Portland Trail Blazers",0,3,"Klay Thompson",14
"3708","Golden State Warriors","2/2/17",2016,1,1,16,"shot_no","Tip Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",19,11,"Klay Thompson",1
"3709","Golden State Warriors","12/5/16",2016,2,2,34,"shot_yes","Turnaround Bank shot","2PT Field Goal",4,"Indiana Pacers",25,43,"Klay Thompson",17
"3710","Golden State Warriors","11/13/16",2016,1,5,59,"shot_yes","Turnaround Fadeaway shot","2PT Field Goal",17,"Phoenix Suns",173,31,"Klay Thompson",3
"3711","Golden State Warriors","3/16/17",2016,1,10,39,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",9,"Orlando Magic",12,90,"Klay Thompson",7
"3712","Golden State Warriors","12/22/16",2016,2,3,19,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",17,"Brooklyn Nets",-138,105,"Klay Thompson",13
"3713","Golden State Warriors","3/31/17",2016,1,11,42,"shot_yes","Turnaround Fadeaway shot","2PT Field Goal",15,"Houston Rockets",120,95,"Klay Thompson",9
"3714","Golden State Warriors","3/31/17",2016,2,6,58,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",11,"Houston Rockets",110,36,"Klay Thompson",15
"3715","Golden State Warriors","11/19/16",2016,4,7,32,"shot_yes","Turnaround Fadeaway shot","2PT Field Goal",14,"Milwaukee Bucks",-145,-1,"Klay Thompson",41
"3716","Golden State Warriors","12/5/16",2016,2,6,4,"shot_yes","Turnaround Fadeaway shot","3PT Field Goal",23,"Indiana Pacers",232,51,"Klay Thompson",13
"3717","Golden State Warriors","11/7/16",2016,2,2,33,"shot_yes","Turnaround Fadeaway shot","2PT Field Goal",9,"New Orleans Pelicans",2,95,"Klay Thompson",17
"3718","Golden State Warriors","11/28/16",2016,1,0,1,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",15,"Atlanta Hawks",-155,3,"Klay Thompson",4
"3719","Golden State Warriors","11/7/16",2016,3,5,17,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",16,"New Orleans Pelicans",112,120,"Klay Thompson",33
"3720","Golden State Warriors","11/3/16",2016,4,7,3,"shot_yes","Turnaround Fadeaway shot","2PT Field Goal",12,"Oklahoma City Thunder",74,105,"Klay Thompson",45
"3721","Golden State Warriors","12/28/16",2016,1,4,44,"shot_yes","Turnaround Fadeaway shot","2PT Field Goal",15,"Toronto Raptors",-120,90,"Klay Thompson",8
"3722","Golden State Warriors","11/1/16",2016,1,7,46,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",12,"Portland Trail Blazers",66,106,"Klay Thompson",7
"3723","Golden State Warriors","12/28/16",2016,2,11,19,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",15,"Toronto Raptors",-117,105,"Klay Thompson",13
"3724","Golden State Warriors","12/20/16",2016,2,2,57,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",16,"Utah Jazz",-137,97,"Klay Thompson",18
"3725","Golden State Warriors","12/5/16",2016,3,4,9,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",14,"Indiana Pacers",137,43,"Klay Thompson",28
"3726","Golden State Warriors","2/2/17",2016,3,6,26,"shot_yes","Turnaround Fadeaway shot","2PT Field Goal",18,"Los Angeles Clippers",173,77,"Klay Thompson",29
"3727","Golden State Warriors","12/22/16",2016,4,10,57,"shot_no","Turnaround Fadeaway shot","2PT Field Goal",15,"Brooklyn Nets",159,7,"Klay Thompson",38
"3728","Golden State Warriors","11/18/16",2016,2,6,49,"shot_yes","Turnaround Fadeaway shot","2PT Field Goal",10,"Boston Celtics",-35,95,"Klay Thompson",21
"3729","Golden State Warriors","3/16/17",2016,1,3,53,"shot_yes","Turnaround Fadeaway shot","2PT Field Goal",13,"Orlando Magic",-137,18,"Klay Thompson",1
"3730","Golden State Warriors","2/15/17",2016,2,10,18,"shot_yes","Turnaround Fadeaway shot","2PT Field Goal",18,"Sacramento Kings",-179,21,"Klay Thompson",17
"3731","Golden State Warriors","1/6/17",2016,2,9,11,"shot_yes","Turnaround Fadeaway shot","2PT Field Goal",7,"Memphis Grizzlies",17,70,"Klay Thompson",16
"3732","Golden State Warriors","3/31/17",2016,3,8,15,"shot_no","Turnaround Jump Shot","2PT Field Goal",3,"Houston Rockets",-25,31,"Klay Thompson",35
"3733","Golden State Warriors","2/4/17",2016,2,0,20,"shot_yes","Turnaround Jump Shot","2PT Field Goal",12,"Sacramento Kings",-24,120,"Klay Thompson",18
"3734","Golden State Warriors","3/29/17",2016,4,6,42,"shot_yes","Turnaround Jump Shot","2PT Field Goal",14,"San Antonio Spurs",141,-1,"Klay Thompson",39
"3735","Golden State Warriors","11/9/16",2016,1,7,31,"shot_yes","Turnaround Jump Shot","2PT Field Goal",10,"Dallas Mavericks",101,43,"Klay Thompson",5
"3736","Golden State Warriors","1/29/17",2016,1,7,20,"shot_no","Turnaround Jump Shot","2PT Field Goal",9,"Portland Trail Blazers",-63,67,"Klay Thompson",10
"3737","Golden State Warriors","3/21/17",2016,4,11,37,"shot_no","Turnaround Jump Shot","2PT Field Goal",15,"Dallas Mavericks",-142,70,"Klay Thompson",42
"3738","Golden State Warriors","10/30/16",2016,4,3,1,"shot_no","Turnaround Jump Shot","2PT Field Goal",5,"Phoenix Suns",56,13,"Klay Thompson",42
"3739","Golden State Warriors","11/25/16",2016,1,10,11,"shot_yes","Turnaround Jump Shot","2PT Field Goal",17,"Los Angeles Lakers",3,179,"Klay Thompson",8
"3740","Golden State Warriors","12/7/16",2016,3,7,26,"shot_no","Turnaround Jump Shot","2PT Field Goal",11,"Los Angeles Clippers",114,0,"Klay Thompson",26
"3741","Golden State Warriors","12/3/16",2016,2,6,29,"shot_yes","Turnaround Jump Shot","2PT Field Goal",17,"Phoenix Suns",155,72,"Klay Thompson",18
"3742","Golden State Warriors","3/20/17",2016,2,8,28,"shot_yes","Turnaround Jump Shot","2PT Field Goal",10,"Oklahoma City Thunder",86,56,"Klay Thompson",17
"3743","Golden State Warriors","11/21/16",2016,1,5,19,"shot_yes","Turnaround Jump Shot","2PT Field Goal",15,"Indiana Pacers",-158,-11,"Klay Thompson",9
"3744","Golden State Warriors","12/15/16",2016,3,4,10,"shot_yes","Turnaround Jump Shot","2PT Field Goal",4,"New York Knicks",15,41,"Klay Thompson",28
"3745","Golden State Warriors","3/18/17",2016,4,6,23,"shot_no","Turnaround Jump Shot","2PT Field Goal",3,"Milwaukee Bucks",6,31,"Klay Thompson",41
"3746","Golden State Warriors","12/22/16",2016,1,5,14,"shot_yes","Turnaround Jump Shot","2PT Field Goal",15,"Brooklyn Nets",-135,85,"Klay Thompson",8
"3747","Golden State Warriors","2/15/17",2016,4,8,39,"shot_no","Turnaround Jump Shot","3PT Field Goal",25,"Sacramento Kings",76,242,"Klay Thompson",45
"3748","Golden State Warriors","1/8/17",2016,4,10,3,"shot_no","Turnaround Jump Shot","2PT Field Goal",15,"Sacramento Kings",145,51,"Klay Thompson",37
"3749","Golden State Warriors","4/4/17",2016,4,9,26,"shot_yes","Turnaround Jump Shot","2PT Field Goal",10,"Minnesota Timberwolves",71,80,"Klay Thompson",39
"3750","Golden State Warriors","2/27/17",2016,4,2,41,"shot_no","Turnaround Jump Shot","2PT Field Goal",13,"Philadelphia 76ers",9,139,"Klay Thompson",45
"3751","Golden State Warriors","11/21/16",2016,1,5,50,"shot_yes","Turnaround Jump Shot","2PT Field Goal",14,"Indiana Pacers",-107,95,"Klay Thompson",2
"3752","Golden State Warriors","10/25/16",2016,3,10,12,"shot_yes","Turnaround Jump Shot","2PT Field Goal",18,"San Antonio Spurs",-173,65,"Klay Thompson",29
"3753","Golden State Warriors","1/2/17",2016,4,9,37,"shot_yes","Turnaround Jump Shot","2PT Field Goal",13,"Denver Nuggets",132,31,"Klay Thompson",40
"3754","Golden State Warriors","11/26/16",2016,1,11,24,"shot_yes","Turnaround Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",-168,178,"Klay Thompson",12
"3755","Golden State Warriors","2/25/17",2016,2,9,51,"shot_no","Turnaround Jump Shot","2PT Field Goal",18,"Brooklyn Nets",-70,169,"Klay Thompson",22
"3756","Golden State Warriors","12/30/16",2016,3,4,56,"shot_yes","Turnaround Jump Shot","2PT Field Goal",18,"Dallas Mavericks",120,136,"Klay Thompson",31
"3757","Golden State Warriors","3/5/17",2016,3,7,50,"shot_yes","Alley Oop Layup shot","2PT Field Goal",1,"New York Knicks",17,2,"Draymond Green",29
"3758","Golden State Warriors","12/30/16",2016,3,7,48,"shot_yes","Alley Oop Layup shot","2PT Field Goal",1,"Dallas Mavericks",9,7,"Draymond Green",29
"3759","Golden State Warriors","1/16/17",2016,1,9,6,"shot_yes","Alley Oop Layup shot","2PT Field Goal",1,"Cleveland Cavaliers",4,11,"Draymond Green",2
"3760","Golden State Warriors","12/7/16",2016,2,0,43,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,"Draymond Green",21
"3761","Golden State Warriors","11/19/16",2016,1,8,43,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,"Draymond Green",7
"3762","Golden State Warriors","1/22/17",2016,3,9,27,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,"Draymond Green",27
"3763","Golden State Warriors","11/4/16",2016,4,6,6,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,"Draymond Green",48
"3764","Golden State Warriors","3/16/17",2016,3,1,20,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,"Draymond Green",27
"3765","Golden State Warriors","2/4/17",2016,4,0,57,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,"Draymond Green",43
"3766","Golden State Warriors","12/20/16",2016,3,3,22,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,"Draymond Green",25
"3767","Golden State Warriors","1/2/17",2016,1,10,50,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,"Draymond Green",3
"3768","Golden State Warriors","12/25/16",2016,4,1,31,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,"Draymond Green",38
"3769","Golden State Warriors","11/21/16",2016,1,8,13,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,"Draymond Green",10
"3770","Golden State Warriors","1/20/17",2016,2,2,22,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,"Draymond Green",21
"3771","Golden State Warriors","2/27/17",2016,1,5,36,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,"Draymond Green",5
"3772","Golden State Warriors","11/16/16",2016,2,3,43,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,"Draymond Green",24
"3773","Golden State Warriors","2/27/17",2016,4,4,21,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,"Draymond Green",46
"3774","Golden State Warriors","11/9/16",2016,4,8,48,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,"Draymond Green",40
"3775","Golden State Warriors","12/7/16",2016,1,6,31,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,"Draymond Green",6
"3776","Golden State Warriors","3/28/17",2016,1,9,6,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,"Draymond Green",7
"3777","Golden State Warriors","3/20/17",2016,3,9,8,"shot_no","Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,"Draymond Green",36
"3778","Golden State Warriors","3/18/17",2016,1,1,7,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,"Draymond Green",7
"3779","Golden State Warriors","11/19/16",2016,1,8,19,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,"Draymond Green",1
"3780","Golden State Warriors","10/30/16",2016,1,1,58,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,"Draymond Green",1
"3781","Golden State Warriors","3/21/17",2016,2,3,24,"shot_yes","Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,"Draymond Green",22
"3782","Golden State Warriors","12/25/16",2016,2,8,48,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",-6,7,"Draymond Green",24
"3783","Golden State Warriors","1/25/17",2016,3,6,54,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-17,2,"Draymond Green",26
"3784","Golden State Warriors","11/13/16",2016,4,2,39,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Phoenix Suns",1,8,"Draymond Green",42
"3785","Golden State Warriors","10/25/16",2016,1,9,28,"shot_no","Cutting Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-19,3,"Draymond Green",12
"3786","Golden State Warriors","12/15/16",2016,3,9,39,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"New York Knicks",0,13,"Draymond Green",29
"3787","Golden State Warriors","1/29/17",2016,1,6,16,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",-15,-1,"Draymond Green",10
"3788","Golden State Warriors","1/2/17",2016,4,0,53,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Denver Nuggets",6,21,"Draymond Green",42
"3789","Golden State Warriors","12/28/16",2016,3,7,14,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Toronto Raptors",4,8,"Draymond Green",25
"3790","Golden State Warriors","2/11/17",2016,2,10,37,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-19,-6,"Draymond Green",20
"3791","Golden State Warriors","11/9/16",2016,1,2,15,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Dallas Mavericks",1,11,"Draymond Green",1
"3792","Golden State Warriors","2/10/17",2016,2,3,16,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Memphis Grizzlies",-9,2,"Draymond Green",23
"3793","Golden State Warriors","10/25/16",2016,2,6,14,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"San Antonio Spurs",4,16,"Draymond Green",19
"3794","Golden State Warriors","11/25/16",2016,1,4,14,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Lakers",-21,-2,"Draymond Green",6
"3795","Golden State Warriors","12/28/16",2016,2,4,16,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Toronto Raptors",-6,7,"Draymond Green",19
"3796","Golden State Warriors","12/7/16",2016,3,11,38,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",12,16,"Draymond Green",25
"3797","Golden State Warriors","11/25/16",2016,2,6,17,"shot_no","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Lakers",1,21,"Draymond Green",24
"3798","Golden State Warriors","1/18/17",2016,1,7,54,"shot_no","Cutting Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-16,21,"Draymond Green",4
"3799","Golden State Warriors","12/5/16",2016,3,3,40,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Indiana Pacers",-2,13,"Draymond Green",27
"3800","Golden State Warriors","11/7/16",2016,1,4,1,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",1,16,"Draymond Green",6
"3801","Golden State Warriors","12/1/16",2016,1,5,41,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Houston Rockets",-7,13,"Draymond Green",4
"3802","Golden State Warriors","2/1/17",2016,4,10,36,"shot_no","Driving Bank Hook Shot","2PT Field Goal",7,"Charlotte Hornets",64,38,"Draymond Green",43
"3803","Golden State Warriors","11/13/16",2016,1,3,52,"shot_no","Driving Bank shot","2PT Field Goal",6,"Phoenix Suns",53,43,"Draymond Green",2
"3804","Golden State Warriors","12/20/16",2016,1,6,47,"shot_no","Driving Bank shot","2PT Field Goal",10,"Utah Jazz",92,46,"Draymond Green",11
"3805","Golden State Warriors","3/31/17",2016,2,3,5,"shot_yes","Driving Bank shot","2PT Field Goal",4,"Houston Rockets",-9,46,"Draymond Green",18
"3806","Golden State Warriors","12/30/16",2016,1,5,57,"shot_yes","Driving Bank shot","2PT Field Goal",3,"Dallas Mavericks",-9,31,"Draymond Green",4
"3807","Golden State Warriors","11/7/16",2016,4,5,17,"shot_yes","Driving Bank shot","2PT Field Goal",7,"New Orleans Pelicans",12,77,"Draymond Green",40
"3808","Golden State Warriors","4/4/17",2016,2,4,56,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,"Draymond Green",22
"3809","Golden State Warriors","2/28/17",2016,2,4,16,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,"Draymond Green",15
"3810","Golden State Warriors","1/2/17",2016,2,3,42,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,"Draymond Green",17
"3811","Golden State Warriors","12/1/16",2016,4,4,7,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,"Draymond Green",46
"3812","Golden State Warriors","2/11/17",2016,4,10,15,"shot_no","Driving Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,"Draymond Green",39
"3813","Golden State Warriors","2/10/17",2016,4,10,11,"shot_no","Driving Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",4,2,"Draymond Green",37
"3814","Golden State Warriors","3/18/17",2016,2,4,43,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,"Draymond Green",13
"3815","Golden State Warriors","2/8/17",2016,2,0,8,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,"Draymond Green",19
"3816","Golden State Warriors","3/16/17",2016,2,8,57,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,"Draymond Green",13
"3817","Golden State Warriors","3/31/17",2016,1,7,7,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,"Draymond Green",11
"3818","Golden State Warriors","2/27/17",2016,3,11,44,"shot_no","Driving Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,"Draymond Green",27
"3819","Golden State Warriors","2/23/17",2016,4,11,43,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,"Draymond Green",39
"3820","Golden State Warriors","11/28/16",2016,1,5,32,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,"Draymond Green",12
"3821","Golden State Warriors","12/25/16",2016,3,2,59,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,"Draymond Green",28
"3822","Golden State Warriors","1/18/17",2016,4,3,20,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,"Draymond Green",40
"3823","Golden State Warriors","1/16/17",2016,4,6,59,"shot_no","Driving Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,"Draymond Green",39
"3824","Golden State Warriors","12/30/16",2016,3,5,17,"shot_yes","Driving Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,"Draymond Green",26
"3825","Golden State Warriors","3/29/17",2016,1,11,21,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",0,"San Antonio Spurs",6,-1,"Draymond Green",12
"3826","Golden State Warriors","4/4/17",2016,2,0,48,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",-7,21,"Draymond Green",24
"3827","Golden State Warriors","2/28/17",2016,3,10,29,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",0,"Washington Wizards",6,2,"Draymond Green",31
"3828","Golden State Warriors","11/7/16",2016,1,11,45,"shot_no","Driving Floating Jump Shot","2PT Field Goal",3,"New Orleans Pelicans",22,31,"Draymond Green",3
"3829","Golden State Warriors","11/16/16",2016,1,10,11,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",4,"Toronto Raptors",32,38,"Draymond Green",6
"3830","Golden State Warriors","10/30/16",2016,2,2,2,"shot_no","Driving Floating Jump Shot","2PT Field Goal",5,"Phoenix Suns",42,36,"Draymond Green",20
"3831","Golden State Warriors","3/28/17",2016,4,4,11,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",9,"Houston Rockets",19,90,"Draymond Green",46
"3832","Golden State Warriors","3/2/17",2016,3,6,57,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",11,"Chicago Bulls",19,111,"Draymond Green",33
"3833","Golden State Warriors","2/11/17",2016,3,0,25,"shot_no","Driving Floating Jump Shot","2PT Field Goal",7,"Oklahoma City Thunder",-9,70,"Draymond Green",28
"3834","Golden State Warriors","11/18/16",2016,3,4,18,"shot_no","Driving Floating Jump Shot","2PT Field Goal",12,"Boston Celtics",-119,21,"Draymond Green",25
"3835","Golden State Warriors","12/15/16",2016,3,7,58,"shot_no","Driving Floating Jump Shot","2PT Field Goal",5,"New York Knicks",-11,56,"Draymond Green",25
"3836","Golden State Warriors","4/4/17",2016,1,6,12,"shot_no","Driving Floating Jump Shot","2PT Field Goal",6,"Minnesota Timberwolves",-9,67,"Draymond Green",5
"3837","Golden State Warriors","11/16/16",2016,4,2,50,"shot_no","Driving Floating Jump Shot","2PT Field Goal",5,"Toronto Raptors",-14,56,"Draymond Green",44
"3838","Golden State Warriors","11/13/16",2016,1,4,17,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",8,"Phoenix Suns",4,82,"Draymond Green",9
"3839","Golden State Warriors","10/30/16",2016,4,8,17,"shot_no","Driving Floating Jump Shot","2PT Field Goal",5,"Phoenix Suns",10,51,"Draymond Green",46
"3840","Golden State Warriors","12/25/16",2016,4,3,49,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",7,"Cleveland Cavaliers",-58,41,"Draymond Green",41
"3841","Golden State Warriors","11/16/16",2016,3,3,56,"shot_no","Driving Hook Shot","2PT Field Goal",5,"Toronto Raptors",-29,51,"Draymond Green",28
"3842","Golden State Warriors","11/10/16",2016,3,0,44,"shot_no","Driving Hook Shot","2PT Field Goal",2,"Denver Nuggets",1,26,"Draymond Green",27
"3843","Golden State Warriors","3/16/17",2016,2,0,26,"shot_yes","Driving Hook Shot","2PT Field Goal",8,"Orlando Magic",4,80,"Draymond Green",20
"3844","Golden State Warriors","3/24/17",2016,3,11,34,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",-19,23,"Draymond Green",26
"3845","Golden State Warriors","12/1/16",2016,1,6,5,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",6,21,"Draymond Green",3
"3846","Golden State Warriors","1/16/17",2016,2,11,34,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",2,13,"Draymond Green",19
"3847","Golden State Warriors","3/18/17",2016,4,5,47,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Milwaukee Bucks",-12,21,"Draymond Green",46
"3848","Golden State Warriors","3/2/17",2016,3,1,25,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Chicago Bulls",2,7,"Draymond Green",25
"3849","Golden State Warriors","2/11/17",2016,2,2,29,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",28,3,"Draymond Green",13
"3850","Golden State Warriors","11/21/16",2016,3,9,15,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Indiana Pacers",12,16,"Draymond Green",29
"3851","Golden State Warriors","3/2/17",2016,1,0,56,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",22,16,"Draymond Green",4
"3852","Golden State Warriors","2/11/17",2016,4,4,44,"shot_no","Driving Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",1,-6,"Draymond Green",42
"3853","Golden State Warriors","2/13/17",2016,2,8,53,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Denver Nuggets",22,16,"Draymond Green",14
"3854","Golden State Warriors","3/6/17",2016,1,9,57,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Atlanta Hawks",19,7,"Draymond Green",6
"3855","Golden State Warriors","10/25/16",2016,1,2,58,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-16,11,"Draymond Green",1
"3856","Golden State Warriors","1/8/17",2016,4,10,40,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Sacramento Kings",10,11,"Draymond Green",45
"3857","Golden State Warriors","3/28/17",2016,3,10,52,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",20,7,"Draymond Green",27
"3858","Golden State Warriors","1/6/17",2016,4,6,47,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",-17,21,"Draymond Green",43
"3859","Golden State Warriors","1/29/17",2016,4,2,50,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",25,13,"Draymond Green",40
"3860","Golden State Warriors","11/28/16",2016,4,6,55,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Atlanta Hawks",6,13,"Draymond Green",45
"3861","Golden State Warriors","2/1/17",2016,2,1,47,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",1,11,"Draymond Green",23
"3862","Golden State Warriors","12/8/16",2016,1,9,37,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Utah Jazz",27,7,"Draymond Green",9
"3863","Golden State Warriors","11/18/16",2016,4,1,29,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Boston Celtics",-14,11,"Draymond Green",41
"3864","Golden State Warriors","12/1/16",2016,2,2,17,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Houston Rockets",10,7,"Draymond Green",18
"3865","Golden State Warriors","11/16/16",2016,2,0,31,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Toronto Raptors",-20,18,"Draymond Green",19
"3866","Golden State Warriors","3/14/17",2016,4,3,7,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",14,13,"Draymond Green",48
"3867","Golden State Warriors","11/4/16",2016,4,6,35,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Los Angeles Lakers",0,21,"Draymond Green",47
"3868","Golden State Warriors","12/8/16",2016,3,4,27,"shot_no","Driving Layup Shot","2PT Field Goal",3,"Utah Jazz",32,8,"Draymond Green",28
"3869","Golden State Warriors","3/5/17",2016,2,1,34,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",10,-1,"Draymond Green",19
"3870","Golden State Warriors","10/30/16",2016,3,10,51,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Phoenix Suns",4,16,"Draymond Green",31
"3871","Golden State Warriors","3/14/17",2016,2,4,45,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Philadelphia 76ers",2,8,"Draymond Green",17
"3872","Golden State Warriors","1/20/17",2016,3,11,51,"shot_yes","Driving Layup Shot","2PT Field Goal",3,"Houston Rockets",-38,11,"Draymond Green",35
"3873","Golden State Warriors","3/16/17",2016,3,7,26,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Orlando Magic",1,3,"Draymond Green",28
"3874","Golden State Warriors","3/5/17",2016,4,10,8,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",-19,3,"Draymond Green",44
